Company,Employees,Company Location,Industry,Company URL
READY Robotics,45,"Columbus, Ohio","Industrial Automation,",https://app.apollo.io/#/organizations/5a9ee4fca6da98d977fdfde7
FutureFlight,50,"Midland Park, New Jersey",Aviation & Aerospace,https://app.apollo.io/#/organizations/5f48a040b7ed2f0001bb9237
Volta Foundation,50,"San Francisco, California",Nonprofit Organization Management,https://app.apollo.io/#/organizations/615fd8cff6d0310001c0a460
GrowthHackers,29,"San Francisco, California",Marketing & Advertising,https://app.apollo.io/#/organizations/603fa9d0990474000126c54c
The Futurum Group,45,"VLG O THE HLS, Texas",Research,https://app.apollo.io/#/organizations/5a9d7defa6da98d9466d94fd
Syntagma Group,29,"Boston, Massachusetts",Staffing & Recruiting,https://app.apollo.io/#/organizations/5c26c7eea3ae61bfff869755
Talent Retriever,36,"North Andover, Massachusetts",Staffing & Recruiting,https://app.apollo.io/#/organizations/54a139ab69702d231f7f8c00
Black Spectacles,34,"Chicago, Illinois",E-learning,https://app.apollo.io/#/organizations/54a1358869702d407f1db200
280 Group,27,"Dover, Delaware","Professional Training & Coaching,",https://app.apollo.io/#/organizations/65f2489f6e2c77000772601a
Richpanel,30,"San Jose, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5b806859324d440f06d3c30c
Sports Innovation Lab,38,"Boston, Massachusetts",Marketing & Advertising,https://app.apollo.io/#/organizations/5a9cf05aa6da98d9663ee2b9
Avaneer Health,41,"Oak Brook, Illinois",Hospital & Health Care,https://app.apollo.io/#/organizations/60dbcdc6c781c500a48b0ff1
Belkasoft,29,"Sunnyvale, California","Security & Investigations,",https://app.apollo.io/#/organizations/54a1202069702d77c2b05002
Nektar.ai,48,"San Francisco, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5f47f13e051bd60001a73786
Eden Technologies,50,"New York, New York",Information Technology & Services,https://app.apollo.io/#/organizations/54a19d7d7468695c8294ff01
Legalis Legal Recruitment,28,"Miami, Florida",Human Resources,https://app.apollo.io/#/organizations/5e57c191feb36f00016dbb39
DentalPost,31,"Atlanta, Georgia",Staffing & Recruiting,https://app.apollo.io/#/organizations/54a13bee69702dc8e4a59101
Afficiency,35,"New York, New York",Insurance,https://app.apollo.io/#/organizations/5d92083af0cb0900984f1fe9
Rokk3r,41,"Miami, Florida",Financial Services,https://app.apollo.io/#/organizations/5e5696cded06f70001d6a47a
Advaana Inc,32,"Fairfield, New Jersey","Marketing & Advertising,",https://app.apollo.io/#/organizations/5fc081f893b5a0008c8cff64
Flexiple,50,"Claymont, Delaware",Information Technology & Services,https://app.apollo.io/#/organizations/5a9e97b0a6da98d9356d1c02
Divelement,49,"Austin, Texas",Information Technology & Services,https://app.apollo.io/#/organizations/5f454e81b448bb0001e33806
Moven,30,"Fort Lauderdale, Florida","Financial Services, Banking",https://app.apollo.io/#/organizations/5ed1a6b3bb86c20001beb353
Lilo Social,41,"New York, US",Marketing & Advertising,https://app.apollo.io/#/organizations/5b158517a6da98714a076b26
AnswerRocket,42,"Atlanta, Georgia",Information Technology & Services,https://app.apollo.io/#/organizations/556d9a6e73696411de854f01
Woolf,50,"San Francisco, California",Government Administration,https://app.apollo.io/#/organizations/5edb92ab4da0e200019272f4
"LOGICON, LLC",47,"Chicago, Illinois","Information Technology & Services,",https://app.apollo.io/#/organizations/56e4421bf3e5bb2e9400cd14
Tars,33,"Newark, Delaware","Information Technology & Services,",https://app.apollo.io/#/organizations/56d4d19af3e5bb03f6000231
Express Analytics,25,"Irvine, California",Information Technology & Services,https://app.apollo.io/#/organizations/559221087369641893a98400
Lawgeex,27,"New York, New York","Information Technology & Services,",https://app.apollo.io/#/organizations/5b139b80a6da98dce938757b
"BankTEL, an AvidXchange Company",26,"Columbus, Mississippi",Banking,https://app.apollo.io/#/organizations/54a19cbd7468694f8fd6c101
VolunteerHub,21,"Dublin, Ohio",Nonprofit Organization Management,https://app.apollo.io/#/organizations/559234a77369640b18dc6200
Gravy,48,"Alpharetta, Georgia",Financial Services,https://app.apollo.io/#/organizations/5c4765fae7705f0f24a6cb28
Digital Analytics Association,33,"Matteson, Illinois",Nonprofit Organization Management,https://app.apollo.io/#/organizations/54a129bf69702da22075be01
"Realization Technologies, Inc.",31,"Sunnyvale, California",Information Technology & Services,https://app.apollo.io/#/organizations/55693f337369642174531c00
Connexis Search Group,38,"Greenville, South Carolina",Staffing & Recruiting,https://app.apollo.io/#/organizations/54a1392969702d2d7fc02d00
December Labs (now Qubika),26,"Houston, Texas","Information Technology & Services,",https://app.apollo.io/#/organizations/55f3974af3e5bb1e40000654
Dentaltown,26,"Phoenix, Arizona",Online Media,https://app.apollo.io/#/organizations/54a12a3369702dc8417fb401
greater:SATX,50,"San Antonio, Texas",Executive Office,https://app.apollo.io/#/organizations/559214097369644785af3400
First Lite,28,"Hailey, Idaho",Sporting Goods,https://app.apollo.io/#/organizations/54a11c9869702da4255fb400
Chooch,47,"San Mateo, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5f4907b75be2ae0001dae43e
TwentyFirstCenturyBrand,43,"San Francisco, California",Management Consulting,https://app.apollo.io/#/organizations/5b8433c9324d4418a8f4045b
Hansell Tierney,47,"Mercer Island, Washington",Staffing & Recruiting,https://app.apollo.io/#/organizations/5ea7f04d497d4900c26a518b
Faith Driven Investor,22,"Richardson, Texas",Religious Institutions,https://app.apollo.io/#/organizations/5e568d6f667ed5000158535e
eXp World Holdings,43,"Bellingham, Washington",Information Technology & Services,https://app.apollo.io/#/organizations/5ed09463f1834800014e3ba4
Modernized Marketing,30,"Miami, Florida",Marketing & Advertising,https://app.apollo.io/#/organizations/6263ef3f47fff100017b8aa7
BlueTuskr,23,"West Chester, Pennsylvania",Marketing & Advertising,https://app.apollo.io/#/organizations/6089acd114e34800a489df68
Unifize,27,"Palo Alto, California","Information Technology & Services,",https://app.apollo.io/#/organizations/56d60b4df3e5bb34f7001ac5
HockeyStack,31,"San Francisco, California",Information Technology & Services,https://app.apollo.io/#/organizations/60775788a05b6000a4887985
Codefresh,45,"Mountain View, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5569aa6873696425db4a7100
Skaled Consulting,26,"Austin, Texas",Management Consulting,https://app.apollo.io/#/organizations/54a1356a69702d352f71d900
Simpliigence,42,"Monroe Township, New Jersey",Information Technology & Services,https://app.apollo.io/#/organizations/5e6897f4f5c46400ec565191
Aha Apps,30,"Richmond, Virginia",Information Technology & Services,https://app.apollo.io/#/organizations/54a12a7169702dcef9c91c02
Omniconvert,48,"New York, New York",Information Technology & Services,https://app.apollo.io/#/organizations/5a9ec684a6da98d9977e0722
Nacelle,34,"Los Angeles, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5d16560f975f9a0c00401e57
UN/COMMON,42,"Philadelphia, Pennsylvania",Marketing & Advertising,https://app.apollo.io/#/organizations/65a556d2d6af8700017d16c8
"IntSights, a Rapid7 company",35,"New York, New York",Computer & Network Security,https://app.apollo.io/#/organizations/556d8a2473696411ec342e01
Lawtrades,38,"New York, US","Internet, Information Technology & Services",https://app.apollo.io/#/organizations/54a1228b69702d8aa1da1203
Veracity Solutions,30,"Midvale, Utah","Information Technology & Services,",https://app.apollo.io/#/organizations/54a12a8269702db648611202
HappyFunCorp,45,"New York, New York",Management Consulting,https://app.apollo.io/#/organizations/54a129f569702d9b8b69e801
"LabLynx, Inc. (LabLynx LIMS)",21,"Smyrna, Georgia","Information Technology & Services,",https://app.apollo.io/#/organizations/54a1f62974686938252eff00
PipeCandy,31,"Walnut, California","Online Media, Internet",https://app.apollo.io/#/organizations/5a9d6fffa6da98d94d8c528d
BotCity,27,"San Francisco, California",Computer Software,https://app.apollo.io/#/organizations/5e57487334261300014f3b85
MoreVisibility,40,"Boca Raton, Florida",Marketing & Advertising,https://app.apollo.io/#/organizations/54a1a0647468695475b4d002
Silicon Valley Innovation Center,43,"Belmont, California",Management Consulting,https://app.apollo.io/#/organizations/5fc95906e6a96400015a8028
OneSkin,33,"San Francisco, California","Research, Biotechnology",https://app.apollo.io/#/organizations/57c4a68da6da982c6af0319d
Meytier Inc.,36,"New York, New York",Human Resources,https://app.apollo.io/#/organizations/5e135b8b912b3d00d45ac05c
SucceedSmart,39,"Los Altos, California",Human Resources,https://app.apollo.io/#/organizations/613111b25e17b700a4364f57
